,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
981,0,1533776972,86,65.4,64.7,47.76,16.58
982,75,1533772800,88,-22.97,-42.02,69.8,12.75
983,8,1533776962,67,-46.43,-67.52,45.69,14.12
984,40,1533776400,78,-3.71,-38.6,78.8,9.17
985,75,1533772800,88,43.56,43.59,62.6,11.18
986,88,1533776877,95,-33.69,-53.46,53.56,11.54
987,64,1533777048,99,7.73,8.54,72.33,2.26
988,36,1533776990,97,-34.48,-54.34,49.56,3.94
989,40,1533776400,78,-3.71,-38.6,78.8,9.17
990,92,1533776963,100,-7.93,-14.42,76.83,19.48
991,12,1533776962,77,73.51,80.55,50.73,19.37
992,75,1533772800,60,-54.81,-68.31,41.0,17.22
993,75,1533772800,60,-54.81,-68.31,41.0,17.22
994,40,1533772800,78,31.42,31.81,80.6,8.05
995,92,1533776963,100,-7.93,-14.42,76.83,19.48
996,76,1533776976,94,67.55,63.78,45.78,10.65
997,24,1533776996,81,61.92,63.02,50.05,5.17
998,12,1533776962,77,73.51,80.55,50.73,19.37
999,92,1533776963,100,66.83,70.83,48.21,23.51
1000,92,1533776963,100,-7.93,-14.42,76.83,19.48
1001,90,1533774600,94,41.67,41.69,71.6,6.93
1002,8,1533776964,89,14.12,15.31,74.22,8.63
1003,32,1533776974,28,29.03,21.55,91.0,11.1
1004,92,1533776969,97,4.87,-2.24,77.46,11.54
1005,12,1533776962,77,73.51,80.55,50.73,19.37
1006,12,1533776962,77,73.51,80.55,50.73,19.37
1007,36,1533776990,97,-34.48,-54.34,49.56,3.94
1008,92,1533776982,98,57.36,57.24,55.99,14.45
1009,92,1533776963,100,-7.93,-14.42,76.83,19.48
1010,12,1533776962,77,73.51,80.55,50.73,19.37
1011,92,1533776961,99,4.89,-1.75,76.02,8.75
1012,76,1533776967,99,-17.73,-39.27,76.33,10.76
1013,75,1533772800,88,43.6,43.6,62.6,11.18
1014,80,1533776981,96,5.52,5.75,73.09,5.5
1015,90,1533774600,94,41.91,41.96,71.6,6.93
1016,12,1533776962,77,73.51,80.55,50.73,19.37
1017,88,1533776970,92,6.26,6.15,74.31,7.96
1018,75,1533772800,60,-54.81,-68.31,41.0,17.22
1019,92,1533776963,100,-7.93,-14.42,76.83,19.48
1020,88,1533777036,92,53.89,53.93,54.46,13.44
1021,88,1533776991,98,10.31,9.85,67.02,2.59
1022,0,1533772800,69,35.36,35.93,78.8,5.82
1023,75,1533772800,60,-54.81,-68.31,41.0,17.22
1024,75,1533772800,60,-54.81,-68.31,41.0,17.22
1025,0,1533776972,86,65.4,64.7,47.76,16.58
1026,12,1533776962,77,73.51,80.55,50.73,19.37
1027,12,1533776962,77,73.51,80.55,50.73,19.37
1028,8,1533776964,89,14.12,15.31,74.22,8.63
1029,8,1533776964,89,14.12,15.31,74.22,8.63
1030,92,1533776963,100,-7.93,-14.42,76.83,19.48
1031,92,1533776975,98,66.56,67.8,48.34,13.33
1032,92,1533776963,100,-7.93,-14.42,76.83,19.48
1033,92,1533776964,99,-21.64,-41.05,73.36,13.67
1034,75,1533772800,88,-22.97,-42.02,69.8,12.75
1035,92,1533776963,100,-7.93,-14.42,76.83,19.48
1036,20,1533776981,96,5.26,-0.76,72.73,8.19
1037,8,1533776964,89,14.12,15.31,74.22,8.63
1038,88,1533776990,92,54.12,54.12,54.46,13.44
1039,88,1533777052,91,5.89,5.68,75.93,5.95
1040,92,1533776963,100,-7.93,-14.42,76.83,19.48
1041,92,1533777011,99,55.42,55.54,59.14,10.76
1042,88,1533776877,95,-33.69,-53.46,53.56,11.54
1043,48,1533776985,85,66.66,66.39,48.66,13.89
1044,92,1533776969,97,4.87,-2.24,77.46,11.54
1045,75,1533772800,88,-22.97,-42.02,69.8,12.75
1046,0,1533776962,45,28.42,30.79,77.28,10.87
1047,92,1533777053,97,7.11,6.73,73.0,6.4
1048,76,1533776967,99,-17.73,-39.27,76.33,10.76
1049,75,1533772800,88,-22.97,-42.02,69.8,12.75
1050,75,1533772800,60,-54.81,-68.31,41.0,17.22
1051,92,1533776967,95,-30.17,-50.22,62.38,4.83
1052,76,1533776967,99,-17.73,-39.27,76.33,10.76
1053,12,1533776962,77,73.51,80.55,50.73,19.37
1054,8,1533776962,67,-46.43,-67.52,45.69,14.12
1055,75,1533772800,60,-54.81,-68.31,41.0,17.22
1056,12,1533776962,77,73.51,80.55,50.73,19.37
1057,0,1533776970,73,50.14,48.57,61.71,9.19
1058,12,1533776962,77,73.51,80.55,50.73,19.37
1059,75,1533772800,60,-54.81,-68.31,41.0,17.22
1060,92,1533776963,100,-7.93,-14.42,76.83,19.48
1061,75,1533772800,60,-54.81,-68.31,41.0,17.22
1062,92,1533776963,100,-7.93,-14.42,76.83,19.48
1063,92,1533776963,100,-7.93,-14.42,76.83,19.48
1064,48,1533776995,85,66.54,66.62,48.66,13.89
1065,75,1533772800,60,-54.81,-68.31,41.0,17.22
1066,40,1533772800,78,31.42,31.81,80.6,8.05
1067,76,1533776967,99,-17.73,-39.27,76.33,10.76
1068,75,1533772800,60,-54.81,-68.31,41.0,17.22
1069,92,1533776963,100,66.83,70.83,48.21,23.51
1070,76,1533776976,94,67.55,63.78,45.78,10.65
1071,32,1533776974,28,29.03,21.55,91.0,11.1
1072,12,1533776962,77,73.51,80.55,50.73,19.37
1073,40,1533772800,88,6.37,2.43,77.0,12.75
1074,75,1533772800,60,-54.81,-68.31,41.0,17.22
1075,20,1533772800,88,6.46,3.39,77.0,2.24
1076,92,1533776978,99,11.75,11.96,70.03,0.13
1077,0,1533776970,73,50.14,48.57,61.71,9.19
1078,75,1533772800,60,-54.81,-68.31,41.0,17.22
1079,48,1533776985,85,66.66,66.39,48.66,13.89
1080,75,1533772800,60,-54.81,-68.31,41.0,17.22
1081,75,1533772800,60,-54.81,-68.31,41.0,17.22
1082,40,1533772800,88,6.37,2.43,77.0,12.75
1083,8,1533776964,89,14.12,15.31,74.22,8.63
1084,92,1533776963,100,-7.93,-14.42,76.83,19.48
1085,75,1533772800,60,-54.81,-68.31,41.0,17.22
1086,0,1533772800,82,57.46,28.17,57.2,4.47
1087,92,1533776989,99,58.11,57.8,54.69,10.2
1088,32,1533776974,28,29.03,21.55,91.0,11.1
1089,92,1533776961,99,4.89,-1.75,76.02,8.75
1090,0,1533776969,92,13.32,12.61,71.74,8.3
1091,92,1533776963,100,-7.93,-14.42,76.83,19.48
1092,75,1533772800,60,-54.81,-68.31,41.0,17.22
1093,20,1533776981,96,5.26,-0.76,72.73,8.19
1094,92,1533776963,100,-7.93,-14.42,76.83,19.48
1095,12,1533776962,77,73.51,80.55,50.73,19.37
1096,8,1533776962,67,-46.43,-67.52,45.69,14.12
1097,75,1533772800,60,-54.81,-68.31,41.0,17.22
1098,48,1533776966,95,54.57,54.53,55.18,13.11
1099,75,1533772800,60,-54.81,-68.31,41.0,17.22
1100,92,1533776961,99,4.89,-1.75,76.02,8.75
1101,48,1533776999,92,-32.03,-52.1,56.13,15.68
1102,75,1533772800,60,-54.81,-68.31,41.0,17.22
1103,75,1533772800,60,-54.81,-68.31,41.0,17.22
1104,0,1533776400,28,34.88,33.59,86.0,9.17
1105,12,1533776962,77,73.51,80.55,50.73,19.37
1106,8,1533776963,100,4.42,-7.36,77.86,11.32
1107,12,1533776993,95,52.53,52.75,55.32,10.42
1108,12,1533776962,77,73.51,80.55,50.73,19.37
1109,8,1533776964,89,14.12,15.31,74.22,8.63
1110,0,1533776969,92,13.32,12.61,71.74,8.3
1111,24,1533776996,81,61.92,63.02,50.05,5.17
1112,48,1533776982,78,13.04,8.32,76.47,7.4
1113,75,1533772800,60,-54.81,-68.31,41.0,17.22
1114,92,1533776963,100,-7.93,-14.42,76.83,19.48
1115,32,1533776974,28,29.03,21.55,91.0,11.1
1116,92,1533776963,100,-7.93,-14.42,76.83,19.48
1117,75,1533772800,60,-54.81,-68.31,41.0,17.22
1118,75,1533772800,60,-54.81,-68.31,41.0,17.22
1119,92,1533776969,97,4.87,-2.24,77.46,11.54
1120,92,1533776963,100,66.83,70.83,48.21,23.51
1121,75,1533772800,88,-22.97,-42.02,69.8,12.75
1122,92,1533776963,100,-7.93,-14.42,76.83,19.48
1123,48,1533776966,95,54.57,54.53,55.18,13.11
1124,75,1533772800,60,-54.81,-68.31,41.0,17.22
1125,8,1533776964,89,14.12,15.31,74.22,8.63
1126,92,1533776963,100,-7.93,-14.42,76.83,19.48
1127,75,1533772800,60,-54.81,-68.31,41.0,17.22
1128,0,1533776962,45,28.42,30.79,77.28,10.87
1129,12,1533776962,77,73.51,80.55,50.73,19.37
1130,20,1533776981,96,5.26,-0.76,72.73,8.19
1131,75,1533772800,60,-54.81,-68.31,41.0,17.22
1132,92,1533776963,100,-7.93,-14.42,76.83,19.48
1133,12,1533776962,77,73.51,80.55,50.73,19.37
1134,75,1533772800,60,-54.81,-68.31,41.0,17.22
1135,80,1533776981,96,5.52,5.75,73.09,5.5
1136,8,1533776964,89,14.12,15.31,74.22,8.63
1137,0,1533776972,86,65.4,64.7,47.76,16.58
1138,24,1533776972,96,-38.55,-58.74,44.07,18.48
1139,0,1533772800,82,57.46,28.17,57.2,4.47
1140,75,1533772800,60,-54.81,-68.31,41.0,17.22
1141,92,1533776967,95,-30.17,-50.22,62.38,4.83
1142,48,1533776966,95,54.57,54.53,55.18,13.11
1143,75,1533772800,60,-54.81,-68.31,41.0,17.22
1144,75,1533772800,88,-22.97,-42.02,69.8,12.75
1145,88,1533776877,95,-33.69,-53.46,53.56,11.54
1146,36,1533776990,97,-34.48,-54.34,49.56,3.94
1147,75,1533772800,88,-22.97,-42.02,69.8,12.75
1148,75,1533772800,60,-54.81,-68.31,41.0,17.22
1149,0,1533774000,49,38.35,38.32,71.6,20.8
1150,75,1533772800,60,-54.81,-68.31,41.0,17.22
1151,0,1533776962,45,28.42,30.79,77.28,10.87
1152,32,1533776974,28,29.03,21.55,91.0,11.1
1153,92,1533776961,99,4.89,-1.75,76.02,8.75
1154,12,1533776962,77,73.51,80.55,50.73,19.37
1155,92,1533776961,99,4.89,-1.75,76.02,8.75
1156,75,1533772800,60,-54.81,-68.31,41.0,17.22
1157,0,1533772800,69,35.36,35.93,78.8,5.82
1158,0,1533774000,49,38.35,38.32,71.6,20.8
1159,8,1533776962,67,-46.43,-67.52,45.69,14.12
1160,92,1533776963,100,-7.93,-14.42,76.83,19.48
1161,75,1533772800,60,-54.81,-68.31,41.0,17.22
1162,32,1533776974,28,29.03,21.55,91.0,11.1
1163,75,1533772800,60,-54.81,-68.31,41.0,17.22
1164,24,1533776996,81,61.92,63.02,50.05,5.17
1165,20,1533772800,94,5.79,0.9,75.2,12.75
1166,8,1533776962,67,-46.43,-67.52,45.69,14.12
1167,76,1533776967,99,-17.73,-39.27,76.33,10.76
1168,92,1533776970,91,7.37,7.63,74.94,7.96
1169,92,1533776975,98,66.56,67.8,48.34,13.33
1170,20,1533772800,94,5.79,0.9,75.2,12.75
1171,75,1533772800,60,-54.81,-68.31,41.0,17.22
1172,92,1533776963,100,-7.93,-14.42,76.83,19.48
1173,12,1533776962,77,73.51,80.55,50.73,19.37
1174,76,1533776967,99,-17.73,-39.27,76.33,10.76
1175,88,1533776877,95,-33.69,-53.46,53.56,11.54
1176,80,1533776981,96,5.52,5.75,73.09,5.5
1177,92,1533776963,100,-7.93,-14.42,76.83,19.48
1178,12,1533776962,77,73.51,80.55,50.73,19.37
1179,92,1533777064,98,57.2,56.91,56.58,15.23
1180,12,1533776962,77,73.51,80.55,50.73,19.37
1181,75,1533772800,60,-54.81,-68.31,41.0,17.22
1182,75,1533772800,88,-22.97,-42.02,69.8,12.75
1183,75,1533772800,60,-54.81,-68.31,41.0,17.22
1184,80,1533776981,96,5.52,5.75,73.09,5.5
1185,92,1533776963,100,-7.93,-14.42,76.83,19.48
1186,64,1533777042,90,11.24,4.91,74.26,2.82
1187,75,1533772800,60,-54.81,-68.31,41.0,17.22
1188,92,1533776963,100,-7.93,-14.42,76.83,19.48
1189,64,1533776979,96,8.5,8.51,69.99,4.27
1190,92,1533776963,100,-7.93,-14.42,76.83,19.48
1191,40,1533776400,78,-3.71,-38.6,78.8,9.17
1192,75,1533772800,60,-54.81,-68.31,41.0,17.22
1193,12,1533776962,77,73.51,80.55,50.73,19.37
1194,75,1533772800,60,-54.81,-68.31,41.0,17.22
1195,75,1533772800,60,-54.81,-68.31,41.0,17.22
1196,92,1533776963,100,-7.93,-14.42,76.83,19.48
1197,40,1533776400,78,-3.71,-38.6,78.8,9.17
1198,48,1533776704,79,63.19,64.42,53.11,6.85
1199,92,1533776961,99,4.89,-1.75,76.02,8.75
1200,12,1533776993,95,52.53,52.75,55.32,10.42
1201,75,1533772800,60,-54.81,-68.31,41.0,17.22
1202,92,1533776963,100,-7.93,-14.42,76.83,19.48
1203,12,1533776962,77,73.51,80.55,50.73,19.37
1204,92,1533776975,98,66.56,67.8,48.34,13.33
1205,92,1533776963,100,-7.93,-14.42,76.83,19.48
1206,75,1533772800,60,-54.81,-68.31,41.0,17.22
1207,12,1533776962,77,73.51,80.55,50.73,19.37
1208,75,1533772800,88,43.56,43.59,62.6,11.18
1209,92,1533776975,98,66.56,67.8,48.34,13.33
1210,75,1533772800,60,-54.81,-68.31,41.0,17.22
1211,92,1533776963,100,-7.93,-14.42,76.83,19.48
1212,92,1533776963,100,-7.93,-14.42,76.83,19.48
1213,92,1533776978,99,11.75,11.96,70.03,0.13
1214,92,1533776963,100,-7.93,-14.42,76.83,19.48
1215,75,1533772800,60,-54.81,-68.31,41.0,17.22
1216,75,1533772800,60,-54.81,-68.31,41.0,17.22
1217,75,1533772800,60,-54.81,-68.31,41.0,17.22
1218,92,1533776963,100,-7.93,-14.42,76.83,19.48
1219,68,1533776974,45,47.32,47.38,75.25,11.77
1220,75,1533772800,60,-54.81,-68.31,41.0,17.22
1221,0,1533776962,45,28.42,30.79,77.28,10.87
1222,75,1533772800,60,-54.81,-68.31,41.0,17.22
1223,75,1533772800,60,-54.81,-68.31,41.0,17.22
1224,75,1533772800,60,-54.81,-68.31,41.0,17.22
1225,75,1533772800,60,-54.81,-68.31,41.0,17.22
1226,75,1533772800,88,-22.97,-42.02,69.8,12.75
1227,92,1533776964,99,-21.64,-41.05,73.36,13.67
1228,12,1533776962,77,73.51,80.55,50.73,19.37
1229,92,1533776963,100,-7.93,-14.42,76.83,19.48
1230,12,1533776962,77,73.51,80.55,50.73,19.37
1231,12,1533776962,77,73.51,80.55,50.73,19.37
1232,92,1533776963,100,-7.93,-14.42,76.83,19.48
1233,8,1533776962,67,-46.43,-67.52,45.69,14.12
1234,75,1533772800,60,-54.81,-68.31,41.0,17.22
1235,92,1533776963,100,-7.93,-14.42,76.83,19.48
1236,75,1533772800,60,-54.81,-68.31,41.0,17.22
1237,92,1533776963,100,-7.93,-14.42,76.83,19.48
1238,92,1533776967,95,-30.17,-50.22,62.38,4.83
1239,92,1533776963,100,-7.93,-14.42,76.83,19.48
1240,75,1533772800,88,-22.97,-42.02,69.8,12.75
1241,92,1533776963,100,-7.93,-14.42,76.83,19.48
1242,75,1533772800,60,-54.81,-68.31,41.0,17.22
1243,0,1533774000,49,38.35,38.32,71.6,20.8
1244,12,1533776962,77,73.51,80.55,50.73,19.37
1245,40,1533776400,78,-3.71,-38.6,78.8,9.17
1246,92,1533776963,100,-7.93,-14.42,76.83,19.48
1247,75,1533772800,88,-22.97,-42.02,69.8,12.75
1248,80,1533776981,96,5.52,5.75,73.09,5.5
1249,75,1533772800,60,-54.81,-68.31,41.0,17.22
1250,75,1533774600,94,42.2,42.2,69.8,4.7
1251,76,1533776976,50,47.24,47.04,75.84,12.33
1252,0,1533776970,73,50.14,48.57,61.71,9.19
1253,0,1533772200,41,39.11,39.55,75.2,9.17
1254,75,1533772800,60,-54.81,-68.31,41.0,17.22
1255,0,1533776969,39,25.34,30.55,78.81,5.73
1256,75,1533772800,60,-54.81,-68.31,41.0,17.22
1257,75,1533772800,60,-54.81,-68.31,41.0,17.22
1258,48,1533776999,92,-32.03,-52.1,56.13,15.68
1259,0,1533772200,41,39.11,39.55,75.2,9.17
1260,92,1533776995,97,41.09,40.73,53.34,1.36
1261,92,1533776964,99,-21.64,-41.05,73.36,13.67
1262,92,1533776963,100,-7.93,-14.42,76.83,19.48
1263,24,1533776996,81,61.92,63.02,50.05,5.17
1264,92,1533776989,99,58.11,57.8,54.69,10.2
1265,0,1533776961,80,51.2,49.73,59.91,9.86
1266,92,1533776969,97,4.87,-2.24,77.46,11.54
1267,36,1533776990,97,-34.48,-54.34,49.56,3.94
1268,92,1533776982,98,57.36,57.24,55.99,14.45
1269,75,1533772800,60,-54.81,-68.31,41.0,17.22
1270,90,1533774600,94,41.67,41.69,71.6,6.93
1271,0,1533776970,73,50.14,48.57,61.71,9.19
1272,0,1533774000,49,38.35,38.32,71.6,20.8
1273,92,1533776989,99,58.11,57.8,54.69,10.2
1274,75,1533772800,60,-54.81,-68.31,41.0,17.22
1275,12,1533776962,77,73.51,80.55,50.73,19.37
1276,92,1533776963,100,-7.93,-14.42,76.83,19.48
1277,92,1533776978,99,11.75,11.96,70.03,0.13
1278,92,1533776963,100,-7.93,-14.42,76.83,19.48
1279,92,1533776961,99,4.89,-1.75,76.02,8.75
1280,0,1533776970,73,50.14,48.57,61.71,9.19
1281,64,1533776979,96,8.5,8.51,69.99,4.27
1282,92,1533776963,100,-7.93,-14.42,76.83,19.48
1283,0,1533776962,45,28.42,30.79,77.28,10.87
1284,75,1533772800,60,-54.81,-68.31,41.0,17.22
1285,75,1533772800,60,-54.81,-68.31,41.0,17.22
1286,12,1533776962,77,73.51,80.55,50.73,19.37
1287,40,1533776400,78,-3.71,-38.6,78.8,9.17
1288,0,1533776969,92,13.32,12.61,71.74,8.3
1289,75,1533772800,88,-22.97,-42.02,69.8,12.75
1290,92,1533776961,99,4.89,-1.75,76.02,8.75
1291,75,1533774000,73,41.02,40.52,73.4,4.7
1292,75,1533772800,60,-54.81,-68.31,41.0,17.22
1293,0,1533776970,73,50.14,48.57,61.71,9.19
1294,92,1533776963,100,-7.93,-14.42,76.83,19.48
1295,20,1533772800,94,5.79,0.9,75.2,12.75
1296,92,1533776967,95,-30.17,-50.22,62.38,4.83
1297,88,1533776991,98,10.31,9.85,67.02,2.59
1298,75,1533772800,60,-54.81,-68.31,41.0,17.22
1299,24,1533776996,81,61.92,63.02,50.05,5.17
1300,12,1533776962,77,73.51,80.55,50.73,19.37
1301,75,1533772800,60,-54.81,-68.31,41.0,17.22
1302,75,1533772800,60,-54.81,-68.31,41.0,17.22
1303,92,1533776963,100,-7.93,-14.42,76.83,19.48
1304,92,1533776963,100,-7.93,-14.42,76.83,19.48
1305,75,1533772800,60,-54.81,-68.31,41.0,17.22
1306,68,1533776974,45,47.32,47.38,75.25,11.77
1307,92,1533776969,97,4.87,-2.24,77.46,11.54
1308,75,1533772800,60,-54.81,-68.31,41.0,17.22
1309,12,1533776993,95,52.53,52.75,55.32,10.42
1310,92,1533776972,96,40.26,40.22,54.87,2.48
1311,92,1533776963,100,-7.93,-14.42,76.83,19.48
1312,75,1533772800,60,-54.81,-68.31,41.0,17.22
1313,12,1533776962,77,73.51,80.55,50.73,19.37
1314,92,1533776964,99,-21.64,-41.05,73.36,13.67
1315,75,1533772800,88,-22.97,-42.02,69.8,12.75
1316,40,1533776400,78,-3.71,-38.6,78.8,9.17
1317,75,1533772800,60,-54.81,-68.31,41.0,17.22
1318,88,1533776991,98,10.31,9.85,67.02,2.59
1319,92,1533776989,99,58.11,57.8,54.69,10.2
1320,92,1533776963,100,66.83,70.83,48.21,23.51
1321,92,1533776972,96,40.26,40.22,54.87,2.48
1322,92,1533777010,71,44.22,44.35,75.61,3.38
1323,75,1533772800,60,-54.81,-68.31,41.0,17.22
1324,92,1533776963,100,-7.93,-14.42,76.83,19.48
1325,12,1533776962,77,73.51,80.55,50.73,19.37
1326,92,1533776967,95,-30.17,-50.22,62.38,4.83
1327,75,1533772800,60,-54.81,-68.31,41.0,17.22
1328,92,1533776975,98,66.56,67.8,48.34,13.33
1329,75,1533772800,60,-54.81,-68.31,41.0,17.22
1330,12,1533776962,77,73.51,80.55,50.73,19.37
1331,88,1533777009,92,9.92,8.9,69.13,3.6
1332,12,1533776962,77,73.51,80.55,50.73,19.37
1333,12,1533776962,77,73.51,80.55,50.73,19.37
1334,12,1533776962,77,73.51,80.55,50.73,19.37
1335,76,1533776967,99,-17.73,-39.27,76.33,10.76
1336,88,1533776877,95,-33.69,-53.46,53.56,11.54
1337,20,1533772800,94,5.79,0.9,75.2,12.75
1338,12,1533776962,77,73.51,80.55,50.73,19.37
1339,92,1533776967,95,-30.17,-50.22,62.38,4.83
1340,64,1533777042,90,11.24,4.91,74.26,2.82
1341,75,1533772800,60,-54.81,-68.31,41.0,17.22
1342,8,1533776962,67,-46.43,-67.52,45.69,14.12
1343,80,1533776981,96,5.52,5.75,73.09,5.5
1344,92,1533776963,100,-7.93,-14.42,76.83,19.48
1345,44,1533777000,92,47.7,142.03,61.21,7.96
1346,75,1533772800,60,-54.81,-68.31,41.0,17.22
1347,92,1533776963,100,-7.93,-14.42,76.83,19.48
1348,12,1533776962,77,73.51,80.55,50.73,19.37
1349,12,1533776962,77,73.51,80.55,50.73,19.37
1350,32,1533776974,28,29.03,21.55,91.0,11.1
1351,40,1533776400,78,-3.71,-38.6,78.8,9.17
1352,75,1533772800,60,-54.81,-68.31,41.0,17.22
1353,12,1533776962,77,73.51,80.55,50.73,19.37
1354,80,1533776981,96,5.52,5.75,73.09,5.5
1355,92,1533776978,99,11.75,11.96,70.03,0.13
1356,68,1533776974,45,47.32,47.38,75.25,11.77
1357,92,1533776963,100,-7.93,-14.42,76.83,19.48
1358,75,1533772800,60,-54.81,-68.31,41.0,17.22
1359,92,1533776964,99,-21.64,-41.05,73.36,13.67
1360,12,1533776962,77,73.51,80.55,50.73,19.37
1361,75,1533772800,60,-54.81,-68.31,41.0,17.22
1362,40,1533776400,78,-3.71,-38.6,78.8,9.17
1363,92,1533776963,100,-7.93,-14.42,76.83,19.48
1364,8,1533776962,67,-46.43,-67.52,45.69,14.12
1365,12,1533776962,77,73.51,80.55,50.73,19.37
1366,92,1533776963,100,-7.93,-14.42,76.83,19.48
1367,92,1533776963,100,-7.93,-14.42,76.83,19.48
1368,48,1533776704,79,63.19,64.42,53.11,6.85
1369,92,1533776963,100,66.83,70.83,48.21,23.51
1370,48,1533776995,85,66.54,66.62,48.66,13.89
1371,92,1533776975,98,66.56,67.8,48.34,13.33
1372,92,1533776963,100,66.83,70.83,48.21,23.51
1373,90,1533774600,94,41.19,40.99,71.6,6.93
1374,75,1533772800,60,-54.81,-68.31,41.0,17.22
1375,75,1533772800,88,-22.97,-42.02,69.8,12.75
1376,24,1533776972,96,-38.55,-58.74,44.07,18.48
1377,0,1533772200,44,37.03,36.63,78.8,17.22
1378,8,1533776993,88,52.51,52.07,56.76,11.77
1379,20,1533776981,96,5.26,-0.76,72.73,8.19
1380,75,1533772800,60,-54.81,-68.31,41.0,17.22
1381,80,1533776981,96,5.52,5.75,73.09,5.5
1382,32,1533776974,28,29.03,21.55,91.0,11.1
1383,75,1533772800,60,-54.81,-68.31,41.0,17.22
1384,75,1533772800,88,-22.97,-42.02,69.8,12.75
1385,75,1533772800,60,-54.81,-68.31,41.0,17.22
1386,80,1533776997,95,6.71,6.33,74.58,8.41
1387,88,1533776970,92,6.26,6.15,74.31,7.96
1388,75,1533772800,60,-54.81,-68.31,41.0,17.22
1389,40,1533776400,78,-3.71,-38.6,78.8,9.17
1390,40,1533776400,78,-3.71,-38.6,78.8,9.17
1391,44,1533777027,40,46.17,45.34,79.26,15.12
1392,92,1533776963,100,-7.93,-14.42,76.83,19.48
1393,75,1533772800,60,-54.81,-68.31,41.0,17.22
1394,92,1533776963,100,-7.93,-14.42,76.83,19.48
1395,0,1533774000,49,38.35,38.32,71.6,20.8
1396,8,1533776963,100,4.42,-7.36,77.86,11.32
1397,92,1533776963,100,-7.93,-14.42,76.83,19.48
